history_id,opportunity_id,field,old_value,new_value,created_date,created_by
HIST-0005627,OPP-00714,StageName,2 - Scoping,3 - Engaged,2022-01-04,Jennifer Walsh
HIST-0005628,OPP-00714,StageName,3 - Engaged,4 - Proposal,2022-02-16,Jennifer Walsh
HIST-0005629,OPP-00714,StageName,4 - Proposal,5 - Negotiation,2022-04-03,Jennifer Walsh
HIST-0005630,OPP-00714,StageName,5 - Negotiation,6 - Closed Won,2022-04-27,Jennifer Walsh
HIST-0005631,OPP-00714,StageName,6 - Closed Won,7 - Closed Lost,2022-07-11,Jennifer Walsh
HIST-0005632,OPP-00714,CloseDate,2022-01-31,2022-02-28,2022-01-10,Jennifer Walsh
HIST-0005633,OPP-00714,CloseDate,2022-02-28,2022-04-30,2022-02-07,Jennifer Walsh
HIST-0005634,OPP-00714,CloseDate,2022-04-30,2022-05-31,2022-04-09,Jennifer Walsh
HIST-0005635,OPP-00714,CloseDate,2022-05-31,2022-07-11,2022-05-03,Jennifer Walsh
HIST-0005636,OPP-00714,Amount,5300,5900,2021-12-12,Jennifer Walsh
HIST-0005637,OPP-00714,Amount,5900,4900,2022-03-27,Jennifer Walsh
HIST-0005638,OPP-00714,Amount,4900,4100,2022-06-03,Jennifer Walsh
HIST-0005639,OPP-00715,StageName,,1 - Prospecting,2023-08-13,Natalie Foster
HIST-0005640,OPP-00715,CloseDate,,2025-02-28,2023-08-13,Natalie Foster
HIST-0005641,OPP-00715,Amount,,2000,2023-08-13,Natalie Foster
HIST-0005642,OPP-00715,StageName,1 - Prospecting,2 - Scoping,2023-09-25,Natalie Foster
HIST-0005643,OPP-00715,StageName,2 - Scoping,3 - Engaged,2023-10-27,Natalie Foster
HIST-0005644,OPP-00715,StageName,3 - Engaged,2 - Scoping,2023-12-04,Natalie Foster
HIST-0005645,OPP-00715,StageName,2 - Scoping,3 - Engaged,2024-01-05,Natalie Foster
HIST-0005646,OPP-00715,StageName,3 - Engaged,4 - Proposal,2024-02-13,Natalie Foster
HIST-0005647,OPP-00715,StageName,4 - Proposal,5 - Negotiation,2024-03-28,Natalie Foster
HIST-0005648,OPP-00715,StageName,5 - Negotiation,4 - Proposal,2024-05-15,Natalie Foster
HIST-0005649,OPP-00715,StageName,4 - Proposal,5 - Negotiation,2024-06-28,Natalie Foster
HIST-0005650,OPP-00715,StageName,5 - Negotiation,6 - Closed Won,2024-07-16,Natalie Foster
HIST-0005651,OPP-00715,StageName,6 - Closed Won,5 - Negotiation,2024-11-03,Natalie Foster
HIST-0005652,OPP-00715,StageName,5 - Negotiation,7 - Closed Lost,2025-07-24,Natalie Foster
HIST-0005653,OPP-00715,CloseDate,2025-02-28,2025-03-31,2025-02-07,Natalie Foster
HIST-0005654,OPP-00715,CloseDate,2025-03-31,2025-04-30,2025-03-10,Natalie Foster
HIST-0005655,OPP-00715,CloseDate,2025-04-30,2025-07-24,2025-04-09,Natalie Foster
HIST-0005656,OPP-00716,StageName,,1 - Prospecting,2025-11-19,James Harrington
HIST-0005657,OPP-00716,CloseDate,,2025-12-31,2025-11-19,James Harrington
HIST-0005658,OPP-00716,Amount,,17100,2025-11-19,James Harrington
HIST-0005659,OPP-00716,CloseDate,2025-12-31,2025-11-30,2025-12-03,James Harrington
HIST-0005660,OPP-00716,CloseDate,2025-11-30,2026-02-28,2025-12-04,James Harrington
HIST-0005661,OPP-00716,CloseDate,2026-02-28,2026-03-31,2026-02-07,James Harrington
HIST-0005662,OPP-00716,CloseDate,2026-03-31,2026-06-30,2026-03-10,James Harrington
HIST-0005663,OPP-00716,CloseDate,2026-06-30,2026-08-23,2026-04-11,James Harrington
HIST-0005664,OPP-00717,StageName,,1 - Prospecting,2021-08-26,Tyler Brooks
HIST-0005665,OPP-00717,CloseDate,,2021-10-31,2021-08-26,Tyler Brooks
HIST-0005666,OPP-00717,Amount,,350300,2021-08-26,Tyler Brooks
HIST-0005667,OPP-00717,StageName,1 - Prospecting,2 - Scoping,2021-10-10,Tyler Brooks
HIST-0005668,OPP-00717,StageName,2 - Scoping,7 - Closed Lost,2021-11-18,Tyler Brooks
HIST-0005669,OPP-00717,CloseDate,2021-10-31,2021-11-30,2021-10-17,Tyler Brooks
HIST-0005670,OPP-00717,CloseDate,2021-11-30,2021-09-25,2021-11-09,Tyler Brooks
HIST-0005671,OPP-00717,CloseDate,2021-09-25,2021-09-30,2021-11-10,Tyler Brooks
HIST-0005672,OPP-00717,CloseDate,2021-09-30,2021-11-18,2021-11-11,Tyler Brooks
HIST-0005673,OPP-00718,StageName,,1 - Prospecting,2025-10-02,Rachel Nguyen
HIST-0005674,OPP-00718,CloseDate,,2025-11-01,2025-10-02,Rachel Nguyen
HIST-0005675,OPP-00718,Amount,,5600,2025-10-02,Rachel Nguyen
HIST-0005676,OPP-00718,StageName,1 - Prospecting,2 - Scoping,2025-10-17,Rachel Nguyen
HIST-0005677,OPP-00718,StageName,2 - Scoping,3 - Engaged,2025-11-02,Rachel Nguyen
HIST-0005678,OPP-00718,StageName,3 - Engaged,4 - Proposal,2025-12-03,Rachel Nguyen
HIST-0005679,OPP-00718,StageName,4 - Proposal,5 - Negotiation,2026-01-21,Rachel Nguyen
HIST-0005680,OPP-00718,StageName,5 - Negotiation,6 - Closed Won,2026-02-12,Rachel Nguyen
HIST-0005681,OPP-00718,CloseDate,2025-11-01,2025-11-30,2025-10-11,Rachel Nguyen
HIST-0005682,OPP-00718,CloseDate,2025-11-30,2026-01-31,2025-11-16,Rachel Nguyen
HIST-0005683,OPP-00718,CloseDate,2026-01-31,2026-03-31,2026-01-10,Rachel Nguyen
HIST-0005684,OPP-00718,CloseDate,2026-03-31,2026-02-12,2026-03-03,Rachel Nguyen
HIST-0005685,OPP-00719,StageName,,1 - Prospecting,2023-10-06,Sarah Mitchell
HIST-0005686,OPP-00719,CloseDate,,2025-03-31,2023-10-06,Sarah Mitchell
HIST-0005687,OPP-00719,Amount,,211700,2023-10-06,Sarah Mitchell
HIST-0005688,OPP-00719,StageName,1 - Prospecting,2 - Scoping,2023-11-02,Sarah Mitchell
HIST-0005689,OPP-00719,StageName,2 - Scoping,7 - Closed Lost,2025-05-31,Sarah Mitchell
HIST-0005690,OPP-00719,CloseDate,2025-03-31,2025-05-31,2025-03-03,Sarah Mitchell
HIST-0005691,OPP-00720,StageName,,1 - Prospecting,2024-09-21,Rachel Nguyen
HIST-0005692,OPP-00720,CloseDate,,2025-09-30,2024-09-21,Rachel Nguyen
HIST-0005693,OPP-00720,Amount,,1300,2024-09-21,Rachel Nguyen
HIST-0005694,OPP-00720,StageName,1 - Prospecting,2 - Scoping,2024-10-29,Rachel Nguyen
HIST-0005695,OPP-00720,StageName,2 - Scoping,3 - Engaged,2024-12-21,Rachel Nguyen
HIST-0005696,OPP-00720,StageName,3 - Engaged,7 - Closed Lost,2025-11-14,Rachel Nguyen
HIST-0005697,OPP-00720,CloseDate,2025-09-30,2025-11-14,2025-09-09,Rachel Nguyen
HIST-0005698,OPP-00721,StageName,,1 - Prospecting,2023-02-16,Sarah Mitchell
HIST-0005699,OPP-00721,CloseDate,,2024-04-21,2023-02-16,Sarah Mitchell
HIST-0005700,OPP-00721,Amount,,23700,2023-02-16,Sarah Mitchell
HIST-0005701,OPP-00721,StageName,1 - Prospecting,7 - Closed Lost,2024-04-21,Sarah Mitchell
HIST-0005702,OPP-00722,StageName,,1 - Prospecting,2022-11-27,Rachel Nguyen
HIST-0005703,OPP-00722,CloseDate,,2024-05-31,2022-11-27,Rachel Nguyen
HIST-0005704,OPP-00722,Amount,,18500,2022-11-27,Rachel Nguyen
HIST-0005705,OPP-00722,StageName,1 - Prospecting,2 - Scoping,2023-01-21,Rachel Nguyen
HIST-0005706,OPP-00722,StageName,2 - Scoping,3 - Engaged,2023-02-14,Rachel Nguyen
HIST-0005707,OPP-00722,StageName,3 - Engaged,4 - Proposal,2023-03-14,Rachel Nguyen
HIST-0005708,OPP-00722,StageName,4 - Proposal,5 - Negotiation,2023-04-16,Rachel Nguyen
HIST-0005709,OPP-00722,StageName,5 - Negotiation,6 - Closed Won,2023-05-11,Rachel Nguyen
HIST-0005710,OPP-00722,StageName,6 - Closed Won,7 - Closed Lost,2024-10-21,Rachel Nguyen
HIST-0005711,OPP-00722,CloseDate,2024-05-31,2024-08-31,2024-05-10,Rachel Nguyen
HIST-0005712,OPP-00722,CloseDate,2024-08-31,2024-10-21,2024-08-03,Rachel Nguyen
HIST-0005713,OPP-00723,StageName,,1 - Prospecting,2022-09-08,Olivia Chen
HIST-0005714,OPP-00723,CloseDate,,2023-11-30,2022-09-08,Olivia Chen
HIST-0005715,OPP-00723,Amount,,66200,2022-09-08,Olivia Chen
HIST-0005716,OPP-00723,StageName,1 - Prospecting,2 - Scoping,2022-09-23,Olivia Chen
HIST-0005717,OPP-00723,StageName,2 - Scoping,3 - Engaged,2022-10-26,Olivia Chen
HIST-0005718,OPP-00723,StageName,3 - Engaged,4 - Proposal,2022-11-23,Olivia Chen
HIST-0005719,OPP-00723,StageName,4 - Proposal,5 - Negotiation,2022-12-27,Olivia Chen
HIST-0005720,OPP-00723,StageName,5 - Negotiation,6 - Closed Won,2023-02-05,Olivia Chen
HIST-0005721,OPP-00723,StageName,6 - Closed Won,7 - Closed Lost,2024-02-05,Olivia Chen
HIST-0005722,OPP-00723,CloseDate,2023-11-30,2024-02-05,2023-11-02,Olivia Chen
HIST-0005723,OPP-00724,StageName,,1 - Prospecting,2023-04-22,Antonio Rodriguez
HIST-0005724,OPP-00724,CloseDate,,2025-01-31,2023-04-22,Antonio Rodriguez
HIST-0005725,OPP-00724,Amount,,97700,2023-04-22,Antonio Rodriguez
HIST-0005726,OPP-00724,StageName,1 - Prospecting,2 - Scoping,2023-06-15,Antonio Rodriguez
HIST-0005727,OPP-00724,StageName,2 - Scoping,3 - Engaged,2023-07-03,Antonio Rodriguez
HIST-0005728,OPP-00724,StageName,3 - Engaged,4 - Proposal,2023-07-22,Antonio Rodriguez
HIST-0005729,OPP-00724,StageName,4 - Proposal,5 - Negotiation,2023-08-08,Antonio Rodriguez
HIST-0005730,OPP-00724,StageName,5 - Negotiation,6 - Closed Won,2025-01-15,Antonio Rodriguez
HIST-0005731,OPP-00724,CloseDate,2025-01-31,2025-02-28,2025-01-10,Antonio Rodriguez
HIST-0005732,OPP-00724,CloseDate,2025-02-28,2025-01-15,2025-02-14,Antonio Rodriguez
HIST-0005733,OPP-00725,StageName,,1 - Prospecting,2022-12-26,Brian Kim
HIST-0005734,OPP-00725,CloseDate,,2023-08-31,2022-12-26,Brian Kim
HIST-0005735,OPP-00725,Amount,,7900,2022-12-26,Brian Kim
HIST-0005736,OPP-00725,StageName,1 - Prospecting,2 - Scoping,2023-01-31,Brian Kim
HIST-0005737,OPP-00725,StageName,2 - Scoping,1 - Prospecting,2023-02-28,Brian Kim
HIST-0005738,OPP-00725,StageName,1 - Prospecting,2 - Scoping,2023-03-22,Brian Kim
HIST-0005739,OPP-00725,StageName,2 - Scoping,3 - Engaged,2023-04-26,Brian Kim
HIST-0005740,OPP-00725,StageName,3 - Engaged,2 - Scoping,2023-06-06,Brian Kim
HIST-0005741,OPP-00725,StageName,2 - Scoping,7 - Closed Lost,2024-02-17,Brian Kim
HIST-0005742,OPP-00725,CloseDate,2023-08-31,2023-11-30,2023-08-03,Brian Kim
HIST-0005743,OPP-00725,CloseDate,2023-11-30,2024-02-17,2023-11-09,Brian Kim
HIST-0005744,OPP-00726,StageName,,1 - Prospecting,2022-07-10,Sarah Mitchell
HIST-0005745,OPP-00726,CloseDate,,2023-02-01,2022-07-10,Sarah Mitchell
HIST-0005746,OPP-00726,Amount,,62100,2022-07-10,Sarah Mitchell
HIST-0005747,OPP-00726,StageName,1 - Prospecting,7 - Closed Lost,2023-02-01,Sarah Mitchell
HIST-0005748,OPP-00727,StageName,,1 - Prospecting,2022-05-11,Natalie Foster
HIST-0005749,OPP-00727,CloseDate,,2022-11-30,2022-05-11,Natalie Foster
HIST-0005750,OPP-00727,Amount,,433300,2022-05-11,Natalie Foster
HIST-0005751,OPP-00727,StageName,1 - Prospecting,2 - Scoping,2022-06-25,Natalie Foster
HIST-0005752,OPP-00727,StageName,2 - Scoping,3 - Engaged,2022-07-16,Natalie Foster
HIST-0005753,OPP-00727,StageName,3 - Engaged,6 - Closed Won,2022-09-26,Natalie Foster
HIST-0005754,OPP-00727,CloseDate,2022-11-30,2022-09-26,2022-11-16,Natalie Foster
HIST-0005755,OPP-00728,StageName,,1 - Prospecting,2022-01-13,Samantha Lee
HIST-0005756,OPP-00728,CloseDate,,2023-03-31,2022-01-13,Samantha Lee
HIST-0005757,OPP-00728,Amount,,73200,2022-01-13,Samantha Lee
HIST-0005758,OPP-00728,StageName,1 - Prospecting,2 - Scoping,2022-02-22,Samantha Lee
HIST-0005759,OPP-00728,StageName,2 - Scoping,3 - Engaged,2022-04-02,Samantha Lee
HIST-0005760,OPP-00728,StageName,3 - Engaged,4 - Proposal,2022-05-03,Samantha Lee
HIST-0005761,OPP-00728,StageName,4 - Proposal,5 - Negotiation,2022-06-21,Samantha Lee
HIST-0005762,OPP-00728,StageName,5 - Negotiation,4 - Proposal,2022-11-17,Samantha Lee
HIST-0005763,OPP-00728,StageName,4 - Proposal,5 - Negotiation,2022-12-27,Samantha Lee
HIST-0005764,OPP-00728,StageName,5 - Negotiation,6 - Closed Won,2023-03-03,Samantha Lee
HIST-0005765,OPP-00728,CloseDate,2023-03-31,2023-02-28,2023-03-10,Samantha Lee
HIST-0005766,OPP-00728,CloseDate,2023-02-28,2023-04-30,2023-03-11,Samantha Lee
HIST-0005767,OPP-00728,CloseDate,2023-04-30,2023-03-03,2023-04-02,Samantha Lee
HIST-0005768,OPP-00729,StageName,,1 - Prospecting,2025-12-28,Brian Kim
HIST-0005769,OPP-00729,CloseDate,,2026-08-08,2025-12-28,Brian Kim
HIST-0005770,OPP-00729,Amount,,5400,2025-12-28,Brian Kim
HIST-0005771,OPP-00729,StageName,1 - Prospecting,3 - Engaged,2026-02-11,Brian Kim
HIST-0005772,OPP-00730,StageName,,1 - Prospecting,2022-10-15,Marcus Webb
HIST-0005773,OPP-00730,CloseDate,,2023-08-31,2022-10-15,Marcus Webb
HIST-0005774,OPP-00730,Amount,,2600,2022-10-15,Marcus Webb
HIST-0005775,OPP-00730,StageName,1 - Prospecting,2 - Scoping,2022-12-09,Marcus Webb
HIST-0005776,OPP-00730,StageName,2 - Scoping,3 - Engaged,2022-12-29,Marcus Webb
HIST-0005777,OPP-00730,StageName,3 - Engaged,2 - Scoping,2023-02-20,Marcus Webb
HIST-0005778,OPP-00730,StageName,2 - Scoping,3 - Engaged,2023-04-16,Marcus Webb
HIST-0005779,OPP-00730,StageName,3 - Engaged,4 - Proposal,2023-05-08,Marcus Webb
HIST-0005780,OPP-00730,StageName,4 - Proposal,5 - Negotiation,2023-06-04,Marcus Webb
HIST-0005781,OPP-00730,StageName,5 - Negotiation,6 - Closed Won,2023-07-18,Marcus Webb
HIST-0005782,OPP-00730,StageName,6 - Closed Won,7 - Closed Lost,2024-03-31,Marcus Webb
HIST-0005783,OPP-00730,CloseDate,2023-08-31,2023-11-30,2023-08-10,Marcus Webb
HIST-0005784,OPP-00730,CloseDate,2023-11-30,2024-02-29,2023-11-09,Marcus Webb
HIST-0005785,OPP-00730,CloseDate,2024-02-29,2024-04-30,2024-02-15,Marcus Webb
HIST-0005786,OPP-00730,CloseDate,2024-04-30,2024-05-31,2024-04-16,Marcus Webb
HIST-0005787,OPP-00730,CloseDate,2024-05-31,2024-03-31,2024-05-10,Marcus Webb
HIST-0005788,OPP-00731,StageName,,1 - Prospecting,2021-11-29,James Harrington
HIST-0005789,OPP-00731,CloseDate,,2023-01-31,2021-11-29,James Harrington
HIST-0005790,OPP-00731,Amount,,147000,2021-11-29,James Harrington
HIST-0005791,OPP-00731,StageName,1 - Prospecting,2 - Scoping,2021-12-20,James Harrington
HIST-0005792,OPP-00731,StageName,2 - Scoping,3 - Engaged,2022-01-13,James Harrington
HIST-0005793,OPP-00731,StageName,3 - Engaged,4 - Proposal,2022-03-07,James Harrington
HIST-0005794,OPP-00731,StageName,4 - Proposal,5 - Negotiation,2022-03-23,James Harrington
HIST-0005795,OPP-00731,StageName,5 - Negotiation,6 - Closed Won,2022-05-10,James Harrington
HIST-0005796,OPP-00731,StageName,6 - Closed Won,7 - Closed Lost,2023-01-18,James Harrington
HIST-0005797,OPP-00731,CloseDate,2023-01-31,2022-11-30,2023-01-03,James Harrington
HIST-0005798,OPP-00731,CloseDate,2022-11-30,2022-12-31,2023-01-04,James Harrington
HIST-0005799,OPP-00731,CloseDate,2022-12-31,2023-01-18,2023-01-05,James Harrington
HIST-0005800,OPP-00732,StageName,,1 - Prospecting,2022-05-19,Olivia Chen
HIST-0005801,OPP-00732,CloseDate,,2023-10-31,2022-05-19,Olivia Chen
HIST-0005802,OPP-00732,Amount,,4300,2022-05-19,Olivia Chen
HIST-0005803,OPP-00732,StageName,1 - Prospecting,2 - Scoping,2022-06-26,Olivia Chen
HIST-0005804,OPP-00732,StageName,2 - Scoping,7 - Closed Lost,2023-09-11,Olivia Chen
HIST-0005805,OPP-00732,CloseDate,2023-10-31,2023-09-11,2023-10-03,Olivia Chen
HIST-0005806,OPP-00733,StageName,,1 - Prospecting,2021-07-26,Natalie Foster
HIST-0005807,OPP-00733,CloseDate,,2023-02-28,2021-07-26,Natalie Foster
HIST-0005808,OPP-00733,Amount,,15800,2021-07-26,Natalie Foster
HIST-0005809,OPP-00733,StageName,1 - Prospecting,2 - Scoping,2021-08-15,Natalie Foster
HIST-0005810,OPP-00733,StageName,2 - Scoping,3 - Engaged,2021-09-20,Natalie Foster
HIST-0005811,OPP-00733,StageName,3 - Engaged,4 - Proposal,2021-10-20,Natalie Foster
HIST-0005812,OPP-00733,StageName,4 - Proposal,5 - Negotiation,2021-11-19,Natalie Foster
HIST-0005813,OPP-00733,StageName,5 - Negotiation,6 - Closed Won,2021-12-03,Natalie Foster
HIST-0005814,OPP-00733,StageName,6 - Closed Won,5 - Negotiation,2021-12-19,Natalie Foster
HIST-0005815,OPP-00733,StageName,5 - Negotiation,6 - Closed Won,2022-01-25,Natalie Foster
HIST-0005816,OPP-00733,StageName,6 - Closed Won,7 - Closed Lost,2023-02-26,Natalie Foster
HIST-0005817,OPP-00733,CloseDate,2023-02-28,2023-04-30,2023-01-31,Natalie Foster
HIST-0005818,OPP-00733,CloseDate,2023-04-30,2023-02-28,2023-04-16,Natalie Foster
HIST-0005819,OPP-00733,CloseDate,2023-02-28,2023-03-31,2023-04-17,Natalie Foster
HIST-0005820,OPP-00733,CloseDate,2023-03-31,2023-02-26,2023-04-18,Natalie Foster
HIST-0005821,OPP-00733,Amount,15800,18300,2021-12-31,Natalie Foster
HIST-0005822,OPP-00733,Amount,18300,14800,2022-03-28,Natalie Foster
HIST-0005823,OPP-00733,Amount,14800,14100,2022-09-04,Natalie Foster
HIST-0005824,OPP-00734,StageName,,1 - Prospecting,2026-03-17,Antonio Rodriguez
HIST-0005825,OPP-00734,CloseDate,,2026-04-30,2026-03-17,Antonio Rodriguez
HIST-0005826,OPP-00734,Amount,,325400,2026-03-17,Antonio Rodriguez
HIST-0005827,OPP-00734,StageName,1 - Prospecting,3 - Engaged,2026-04-04,Antonio Rodriguez
HIST-0005828,OPP-00734,CloseDate,2026-04-30,2026-05-31,2026-04-02,Antonio Rodriguez
HIST-0005829,OPP-00734,CloseDate,2026-05-31,2026-06-04,2026-04-11,Antonio Rodriguez
HIST-0005830,OPP-00735,StageName,,1 - Prospecting,2022-06-30,Antonio Rodriguez
HIST-0005831,OPP-00735,CloseDate,,2023-08-31,2022-06-30,Antonio Rodriguez
HIST-0005832,OPP-00735,Amount,,287100,2022-06-30,Antonio Rodriguez
HIST-0005833,OPP-00735,StageName,1 - Prospecting,2 - Scoping,2022-07-29,Antonio Rodriguez
HIST-0005834,OPP-00735,StageName,2 - Scoping,3 - Engaged,2022-08-27,Antonio Rodriguez
HIST-0005835,OPP-00735,StageName,3 - Engaged,4 - Proposal,2022-10-15,Antonio Rodriguez
HIST-0005836,OPP-00735,StageName,4 - Proposal,7 - Closed Lost,2023-05-13,Antonio Rodriguez
HIST-0005837,OPP-00735,CloseDate,2023-08-31,2023-06-30,2023-08-17,Antonio Rodriguez
HIST-0005838,OPP-00735,CloseDate,2023-06-30,2023-05-13,2023-08-18,Antonio Rodriguez
HIST-0005839,OPP-00736,StageName,,1 - Prospecting,2023-12-06,Olivia Chen
HIST-0005840,OPP-00736,CloseDate,,2025-08-31,2023-12-06,Olivia Chen
HIST-0005841,OPP-00736,Amount,,32200,2023-12-06,Olivia Chen
HIST-0005842,OPP-00736,StageName,1 - Prospecting,2 - Scoping,2024-01-19,Olivia Chen
HIST-0005843,OPP-00736,StageName,2 - Scoping,3 - Engaged,2024-02-11,Olivia Chen
HIST-0005844,OPP-00736,StageName,3 - Engaged,6 - Closed Won,2025-11-12,Olivia Chen
HIST-0005845,OPP-00736,CloseDate,2025-08-31,2025-11-12,2025-08-03,Olivia Chen
HIST-0005846,OPP-00737,StageName,,1 - Prospecting,2021-02-06,Natalie Foster
HIST-0005847,OPP-00737,CloseDate,,2021-07-31,2021-02-06,Natalie Foster
HIST-0005848,OPP-00737,Amount,,227200,2021-02-06,Natalie Foster
HIST-0005849,OPP-00737,StageName,1 - Prospecting,2 - Scoping,2021-03-02,Natalie Foster
HIST-0005850,OPP-00737,StageName,2 - Scoping,7 - Closed Lost,2021-04-20,Natalie Foster
HIST-0005851,OPP-00737,CloseDate,2021-07-31,2021-06-30,2021-07-17,Natalie Foster
HIST-0005852,OPP-00737,CloseDate,2021-06-30,2021-04-20,2021-07-18,Natalie Foster
HIST-0005853,OPP-00738,StageName,,1 - Prospecting,2023-07-06,Marcus Webb
HIST-0005854,OPP-00738,CloseDate,,2024-08-31,2023-07-06,Marcus Webb
HIST-0005855,OPP-00738,Amount,,24300,2023-07-06,Marcus Webb
HIST-0005856,OPP-00738,StageName,1 - Prospecting,2 - Scoping,2023-08-29,Marcus Webb
HIST-0005857,OPP-00738,StageName,2 - Scoping,3 - Engaged,2023-09-28,Marcus Webb
HIST-0005858,OPP-00738,StageName,3 - Engaged,7 - Closed Lost,2024-06-03,Marcus Webb
HIST-0005859,OPP-00738,CloseDate,2024-08-31,2024-06-03,2024-08-17,Marcus Webb
HIST-0005860,OPP-00739,StageName,,1 - Prospecting,2023-07-29,Tyler Brooks
HIST-0005861,OPP-00739,CloseDate,,2023-08-28,2023-07-29,Tyler Brooks
HIST-0005862,OPP-00739,Amount,,53600,2023-07-29,Tyler Brooks
HIST-0005863,OPP-00739,StageName,1 - Prospecting,2 - Scoping,2023-08-15,Tyler Brooks
HIST-0005864,OPP-00739,StageName,2 - Scoping,7 - Closed Lost,2023-09-17,Tyler Brooks
HIST-0005865,OPP-00739,CloseDate,2023-08-28,2023-09-17,2023-07-31,Tyler Brooks
HIST-0005866,OPP-00740,StageName,,1 - Prospecting,2025-12-31,Brian Kim
HIST-0005867,OPP-00740,CloseDate,,2026-05-31,2025-12-31,Brian Kim
HIST-0005868,OPP-00740,Amount,,182700,2025-12-31,Brian Kim
HIST-0005869,OPP-00740,StageName,1 - Prospecting,2 - Scoping,2026-02-14,Brian Kim
HIST-0005870,OPP-00740,StageName,2 - Scoping,6 - Closed Won,2026-03-25,Brian Kim
HIST-0005871,OPP-00740,CloseDate,2026-05-31,2026-03-25,2026-04-11,Brian Kim
HIST-0005872,OPP-00741,StageName,,1 - Prospecting,2023-03-15,Tyler Brooks
HIST-0005873,OPP-00741,CloseDate,,2023-04-30,2023-03-15,Tyler Brooks
HIST-0005874,OPP-00741,Amount,,3400,2023-03-15,Tyler Brooks
HIST-0005875,OPP-00741,StageName,1 - Prospecting,2 - Scoping,2023-04-11,Tyler Brooks
HIST-0005876,OPP-00741,StageName,2 - Scoping,1 - Prospecting,2023-06-02,Tyler Brooks
HIST-0005877,OPP-00741,StageName,1 - Prospecting,2 - Scoping,2023-07-13,Tyler Brooks
HIST-0005878,OPP-00741,StageName,2 - Scoping,7 - Closed Lost,2023-09-23,Tyler Brooks
HIST-0005879,OPP-00741,CloseDate,2023-04-30,2023-06-30,2023-04-02,Tyler Brooks
HIST-0005880,OPP-00741,CloseDate,2023-06-30,2023-09-23,2023-06-02,Tyler Brooks
HIST-0005881,OPP-00742,StageName,,1 - Prospecting,2022-05-11,Rachel Nguyen
HIST-0005882,OPP-00742,CloseDate,,2022-12-31,2022-05-11,Rachel Nguyen
HIST-0005883,OPP-00742,Amount,,7400,2022-05-11,Rachel Nguyen
HIST-0005884,OPP-00742,StageName,1 - Prospecting,2 - Scoping,2022-05-25,Rachel Nguyen
HIST-0005885,OPP-00742,StageName,2 - Scoping,3 - Engaged,2022-07-09,Rachel Nguyen
HIST-0005886,OPP-00742,StageName,3 - Engaged,4 - Proposal,2022-08-03,Rachel Nguyen
HIST-0005887,OPP-00742,StageName,4 - Proposal,7 - Closed Lost,2023-03-20,Rachel Nguyen
HIST-0005888,OPP-00742,CloseDate,2022-12-31,2023-03-20,2022-12-03,Rachel Nguyen
HIST-0005889,OPP-00743,StageName,,1 - Prospecting,2024-08-21,Sarah Mitchell
HIST-0005890,OPP-00743,CloseDate,,2024-09-20,2024-08-21,Sarah Mitchell
HIST-0005891,OPP-00743,Amount,,855800,2024-08-21,Sarah Mitchell
HIST-0005892,OPP-00743,StageName,1 - Prospecting,2 - Scoping,2024-10-10,Sarah Mitchell
HIST-0005893,OPP-00743,StageName,2 - Scoping,3 - Engaged,2024-11-19,Sarah Mitchell
HIST-0005894,OPP-00743,StageName,3 - Engaged,7 - Closed Lost,2024-11-30,Sarah Mitchell
HIST-0005895,OPP-00743,CloseDate,2024-09-20,2024-10-31,2024-08-30,Sarah Mitchell
HIST-0005896,OPP-00743,CloseDate,2024-10-31,2024-11-30,2024-10-10,Sarah Mitchell
HIST-0005897,OPP-00744,StageName,,1 - Prospecting,2024-12-24,Jennifer Walsh
HIST-0005898,OPP-00744,CloseDate,,2026-01-11,2024-12-24,Jennifer Walsh
HIST-0005899,OPP-00744,Amount,,5100,2024-12-24,Jennifer Walsh
HIST-0005900,OPP-00744,StageName,1 - Prospecting,7 - Closed Lost,2026-01-11,Jennifer Walsh
HIST-0005901,OPP-00745,StageName,,1 - Prospecting,2023-10-13,Rachel Nguyen
HIST-0005902,OPP-00745,CloseDate,,2023-12-16,2023-10-13,Rachel Nguyen
HIST-0005903,OPP-00745,Amount,,23400,2023-10-13,Rachel Nguyen
HIST-0005904,OPP-00745,StageName,1 - Prospecting,2 - Scoping,2023-11-25,Rachel Nguyen
HIST-0005905,OPP-00745,StageName,2 - Scoping,7 - Closed Lost,2023-12-16,Rachel Nguyen
HIST-0005906,OPP-00746,StageName,,1 - Prospecting,2025-07-12,Priya Patel
HIST-0005907,OPP-00746,CloseDate,,2025-08-11,2025-07-12,Priya Patel
HIST-0005908,OPP-00746,Amount,,18400,2025-07-12,Priya Patel
HIST-0005909,OPP-00746,StageName,1 - Prospecting,2 - Scoping,2025-08-03,Priya Patel
HIST-0005910,OPP-00746,StageName,2 - Scoping,6 - Closed Won,2025-08-27,Priya Patel
HIST-0005911,OPP-00746,CloseDate,2025-08-11,2025-08-27,2025-07-28,Priya Patel
HIST-0005912,OPP-00747,StageName,,1 - Prospecting,2026-02-02,Sarah Mitchell
HIST-0005913,OPP-00747,CloseDate,,2026-03-04,2026-02-02,Sarah Mitchell
