opportunity_id,opportunity_name,account_id,amount,created_date,close_date,status,stage,probability
OPP-00791,Cornerstone Pharmacy Group – Workforce Optimization Platform,ACC-0069,1846000,2022-05-31,2024-04-17,Won,6 - Closed Won,100
OPP-00792,Bridgewater Health System – Systems Integration,ACC-0025,639000,2025-07-28,2026-05-04,Open,2 - Scoping,15
OPP-00793,Riverside Community Hospital - Southeast Region – Data Analytics Platform,ACC-0102,165000,2026-01-10,2026-08-28,Open,2 - Scoping,15
OPP-00794,Meridian Medical Center – ERP Implementation,ACC-0002,23000,2024-04-13,2025-10-24,Lost,7 - Closed Lost,0
OPP-00795,Harris County Administration - Pacific Division – Cloud Migration,ACC-0117,23000,2021-06-26,2022-10-28,Lost,7 - Closed Lost,0
OPP-00796,Westbrook Flooring & Design - Midwest Operations – Managed Services Contract,ACC-0132,122000,2021-05-26,2022-05-07,Lost,7 - Closed Lost,0
OPP-00797,Goldstone Jewelry Retail - Gulf Coast Branch – Cloud Migration,ACC-0131,628000,2024-08-02,2025-03-15,Won,6 - Closed Won,100
OPP-00798,Northgate Supermarkets - Southeast Region – Data Analytics Platform,ACC-0135,71000,2021-08-02,2021-11-25,Lost,7 - Closed Lost,0
OPP-00799,Redwood Specialty Foods - Mountain Region – Business Intelligence Suite,ACC-0141,237000,2024-03-17,2025-11-21,Lost,7 - Closed Lost,0
OPP-00800,Silvercreek Customer Services – ERP Implementation,ACC-0098,51000,2021-05-19,2023-01-07,Lost,7 - Closed Lost,0
OPP-00801,Prairie Home Centers - Western Region – Cloud Migration,ACC-0128,81000,2024-08-28,2026-08-02,Open,4 - Proposal,60
OPP-00802,Westfield Service Alliance – CRM Rollout,ACC-0100,42000,2025-12-09,2026-04-23,Open,3 - Engaged,25
OPP-00803,Northgate Supermarkets - Southeast Region – Workforce Optimization Platform,ACC-0135,110000,2021-05-09,2022-01-23,Lost,7 - Closed Lost,0
OPP-00804,Keystone Medical Center – Business Intelligence Suite,ACC-0029,1528000,2025-06-02,2026-07-03,Open,4 - Proposal,60
OPP-00805,Riverside Community Hospital - Central Region – Cloud Migration,ACC-0103,503000,2022-05-12,2022-08-31,Lost,7 - Closed Lost,0
OPP-00806,Falcon Medical Associates - Western Region – Workforce Optimization Platform,ACC-0115,4000,2021-04-10,2022-06-10,Won,6 - Closed Won,100
OPP-00807,Nexus Support Services - Southwest District – Workforce Optimization Platform,ACC-0145,49000,2021-04-01,2022-11-06,Lost,7 - Closed Lost,0
OPP-00808,Silverline Home Goods – CRM Rollout,ACC-0059,445000,2023-08-17,2023-09-19,Lost,7 - Closed Lost,0
OPP-00809,Ironwood Medical Center - Southeast Region – Managed Services Contract,ACC-0108,224000,2021-07-17,2022-02-08,Won,6 - Closed Won,100
OPP-00810,Highpoint Health Partners – Workforce Optimization Platform,ACC-0021,1203000,2021-08-05,2023-01-24,Lost,7 - Closed Lost,0
OPP-00811,City of Austin Smart City Initiative – Infrastructure Refresh,ACC-0055,234000,2021-05-28,2021-07-12,Lost,7 - Closed Lost,0
OPP-00812,Apex Medical Associates – Managed Services Contract,ACC-0011,2158000,2024-06-09,2026-02-22,Lost,7 - Closed Lost,0
OPP-00813,Greenfield Health Partners – Digital Transformation Initiative,ACC-0010,26000,2024-01-23,2025-10-28,Won,6 - Closed Won,100
OPP-00814,Bridgepoint Customer Care – Managed Services Contract,ACC-0091,130000,2022-03-04,2022-04-12,Won,6 - Closed Won,100
OPP-00815,Harris County Administration - Pacific Division – Business Intelligence Suite,ACC-0117,11000,2021-09-08,2023-07-20,Lost,7 - Closed Lost,0
OPP-00816,Maple Street Market – Business Intelligence Suite,ACC-0060,253000,2021-06-26,2023-01-21,Lost,7 - Closed Lost,0
OPP-00817,Cornerstone Health Network – Security Assessment,ACC-0012,786000,2025-10-07,2025-12-12,Won,6 - Closed Won,100
OPP-00818,Minnesota Health Services – Network Infrastructure Upgrade,ACC-0042,241000,2021-10-30,2023-04-03,Lost,7 - Closed Lost,0
OPP-00819,Cedar Valley Hospital - Southeast Region – Systems Integration,ACC-0109,6000,2021-06-03,2021-08-01,Won,6 - Closed Won,100
OPP-00820,Cedar Valley Hospital - Southeast Region – Workforce Optimization Platform,ACC-0109,81000,2023-03-01,2024-06-24,Lost,7 - Closed Lost,0
OPP-00821,Apex Contact Solutions – Infrastructure Refresh,ACC-0081,228000,2026-02-20,2026-03-27,Lost,7 - Closed Lost,0
OPP-00822,Harborview Medical Center – Digital Transformation Initiative,ACC-0008,2188000,2024-10-04,2025-03-06,Lost,7 - Closed Lost,0
OPP-00823,Falcon Medical Associates - Western Region – Systems Integration,ACC-0115,5000,2024-06-21,2025-05-02,Lost,7 - Closed Lost,0
OPP-00824,Ridgemont Healthcare – Digital Transformation Initiative,ACC-0018,1513000,2025-09-30,2026-04-11,Won,6 - Closed Won,100
OPP-00825,Cornerstone Health Network – Compliance Program,ACC-0012,481000,2024-09-01,2026-07-19,Open,4 - Proposal,60
OPP-00826,Nexus Support Services – Cloud Migration,ACC-0083,285000,2025-03-17,2026-02-28,Won,6 - Closed Won,100
OPP-00827,Meridian Medical Center – Network Infrastructure Upgrade,ACC-0002,56000,2022-11-29,2023-08-07,Lost,7 - Closed Lost,0
OPP-00828,Skyline Electronics - Southwest District – Workforce Optimization Platform,ACC-0137,22000,2025-04-27,2026-06-10,Open,3 - Engaged,25
OPP-00829,Wisconsin Department of Education – Infrastructure Refresh,ACC-0048,32000,2021-11-27,2022-03-29,Won,6 - Closed Won,100
OPP-00830,Los Angeles County Services – Training & Enablement Program,ACC-0044,199000,2023-01-22,2023-04-12,Lost,7 - Closed Lost,0
OPP-00831,Highpoint Health Partners – Workforce Optimization Platform,ACC-0021,1246000,2024-08-24,2026-07-19,Open,2 - Scoping,15
OPP-00832,Frontier Grocery Co. – Cloud Migration,ACC-0058,7301000,2024-11-13,2025-02-27,Lost,7 - Closed Lost,0
OPP-00833,Georgia Department of Revenue – CRM Rollout,ACC-0039,408000,2021-01-28,2021-11-05,Lost,7 - Closed Lost,0
OPP-00834,Coastal Support Group - Mountain Region – Systems Integration,ACC-0153,4000,2023-06-17,2025-03-22,Lost,7 - Closed Lost,0
OPP-00835,Meridian Customer Care - Southwest District – ERP Implementation,ACC-0142,2000,2023-03-12,2023-12-06,Lost,7 - Closed Lost,0
OPP-00836,Cornerstone Health Network – Business Intelligence Suite,ACC-0012,930000,2024-08-06,2025-05-13,Lost,7 - Closed Lost,0
OPP-00837,Horizon Contact Group – Systems Integration,ACC-0087,139000,2024-09-05,2024-11-30,Lost,7 - Closed Lost,0
OPP-00838,Harborside Retail Group – CRM Rollout,ACC-0056,812000,2025-02-03,2025-04-27,Lost,7 - Closed Lost,0
OPP-00839,Arizona Department of Transportation – Managed Services Contract,ACC-0051,10000,2021-08-20,2023-01-22,Lost,7 - Closed Lost,0
OPP-00840,Northstar Service Solutions – CRM Rollout,ACC-0094,122000,2025-04-25,2025-12-26,Won,6 - Closed Won,100
OPP-00841,Ohio Department of Health – Systems Integration,ACC-0033,157000,2024-11-27,2025-06-07,Lost,7 - Closed Lost,0
OPP-00842,Goldstone Jewelry Retail - Southeast Region – Cloud Migration,ACC-0130,1753000,2023-08-02,2024-08-01,Lost,7 - Closed Lost,0
OPP-00843,Pinnacle Healthcare Group – Compliance Program,ACC-0004,1932000,2022-04-09,2022-08-11,Lost,7 - Closed Lost,0
OPP-00844,City of Indianapolis Administration – CRM Rollout,ACC-0049,135000,2024-07-03,2024-07-28,Lost,7 - Closed Lost,0
OPP-00845,Northgate Supermarkets - Atlantic Division – Business Intelligence Suite,ACC-0134,59000,2024-09-12,2026-08-05,Open,2 - Scoping,15
OPP-00846,Maricopa County Government – ERP Implementation,ACC-0035,12000,2023-09-13,2024-01-05,Lost,7 - Closed Lost,0
OPP-00847,City of Austin Smart City Initiative – CRM Rollout,ACC-0055,174000,2024-03-12,2025-11-14,Won,6 - Closed Won,100
OPP-00848,Hillsborough County Government – Network Infrastructure Upgrade,ACC-0041,114000,2026-03-22,2026-05-09,Open,5 - Negotiation,80
OPP-00849,City of Jacksonville Finance – Security Assessment,ACC-0052,168000,2021-10-11,2022-11-08,Lost,7 - Closed Lost,0
OPP-00850,Sacramento County Administration – Workforce Optimization Platform,ACC-0053,42000,2024-09-20,2025-01-27,Lost,7 - Closed Lost,0
OPP-00851,Ridgemont Healthcare - Upper Midwest Branch – Cloud Migration,ACC-0113,132000,2023-02-19,2023-04-05,Won,6 - Closed Won,100
OPP-00852,Westbrook Flooring & Design - Midwest Operations – Workforce Optimization Platform,ACC-0132,173000,2025-10-14,2026-05-04,Open,1 - Prospecting,10
OPP-00853,Coastal Home Furnishings – Infrastructure Refresh,ACC-0065,7712000,2021-04-14,2021-08-08,Lost,7 - Closed Lost,0
OPP-00854,Sacramento County Administration – CRM Rollout,ACC-0053,70000,2023-08-26,2024-12-01,Lost,7 - Closed Lost,0
OPP-00855,Ridgeline Sporting Goods – Training & Enablement Program,ACC-0064,4967000,2021-07-11,2022-09-13,Won,6 - Closed Won,100
OPP-00856,Skyline Electronics - Western Region – Cloud Migration,ACC-0138,184000,2023-05-23,2024-08-30,Won,6 - Closed Won,100
OPP-00857,Riverside Community Hospital – Managed Services Contract,ACC-0009,1836000,2023-08-19,2024-05-04,Lost,7 - Closed Lost,0
OPP-00858,Harborview Medical Center – Infrastructure Refresh,ACC-0008,1538000,2023-09-19,2024-05-12,Lost,7 - Closed Lost,0
OPP-00859,Westfield Service Alliance - Atlantic Division – Digital Transformation Initiative,ACC-0156,17000,2023-02-10,2023-06-17,Won,6 - Closed Won,100
OPP-00860,Highfield Consumer Goods – Cloud Migration,ACC-0071,915000,2021-12-16,2023-06-06,Lost,7 - Closed Lost,0
OPP-00861,Paramount Health System – Data Analytics Platform,ACC-0013,335000,2023-08-18,2024-12-16,Lost,7 - Closed Lost,0
OPP-00862,Greenfield Health Partners – Business Intelligence Suite,ACC-0010,186000,2022-10-13,2023-02-05,Won,6 - Closed Won,100
OPP-00863,Ridgemont Healthcare - Northeast Division – Data Analytics Platform,ACC-0112,12000,2024-12-11,2026-04-26,Open,2 - Scoping,15
OPP-00864,Cornerstone Pharmacy Group – Business Intelligence Suite,ACC-0069,5365000,2025-07-21,2026-04-25,Open,4 - Proposal,60
OPP-00865,Coastal Home Furnishings – Training & Enablement Program,ACC-0065,6580000,2024-01-06,2025-11-14,Won,6 - Closed Won,100
OPP-00866,Summit BPO Alliance – Workforce Optimization Platform,ACC-0090,20000,2023-01-17,2023-06-29,Lost,7 - Closed Lost,0
OPP-00867,Redwood Specialty Foods - Mountain Region – Business Intelligence Suite,ACC-0141,395000,2025-10-22,2026-05-13,Open,3 - Engaged,25
OPP-00868,Silverstone Health Network – CRM Rollout,ACC-0023,723000,2024-05-09,2025-09-05,Lost,7 - Closed Lost,0
OPP-00869,Lakewood Consumer Electronics – Infrastructure Refresh,ACC-0063,7379000,2022-08-08,2023-11-15,Lost,7 - Closed Lost,0
OPP-00870,Bridgewater Health System – Digital Transformation Initiative,ACC-0025,1681000,2024-04-09,2024-11-14,Lost,7 - Closed Lost,0
OPP-00871,Pinnacle Healthcare Group – Training & Enablement Program,ACC-0004,404000,2023-01-08,2024-06-01,Won,6 - Closed Won,100
OPP-00872,Tennessee Department of Health – Cloud Migration,ACC-0054,426000,2025-03-01,2026-08-01,Open,3 - Engaged,25
OPP-00873,Nexus Support Services – Compliance Program,ACC-0083,85000,2025-09-04,2026-05-17,Open,1 - Prospecting,10
OPP-00874,Lakewood Consumer Electronics – Data Analytics Platform,ACC-0063,2028000,2025-03-28,2025-09-23,Won,6 - Closed Won,100
OPP-00875,Wisconsin Department of Education – Data Analytics Platform,ACC-0048,241000,2021-02-17,2022-10-07,Lost,7 - Closed Lost,0
OPP-00876,City of Phoenix General Services – Professional Services Engagement,ACC-0031,328000,2021-11-14,2023-08-13,Lost,7 - Closed Lost,0
OPP-00877,Lakewood Consumer Electronics – Cloud Migration,ACC-0063,4907000,2024-12-28,2026-02-11,Won,6 - Closed Won,100
OPP-00878,Northgate Supermarkets – Managed Services Contract,ACC-0075,1020000,2023-05-03,2023-10-17,Lost,7 - Closed Lost,0
OPP-00879,Ridgemont Healthcare – Digital Transformation Initiative,ACC-0018,628000,2025-03-23,2025-06-04,Won,6 - Closed Won,100
OPP-00880,Millbrook Medical Group – Professional Services Engagement,ACC-0022,1792000,2023-07-16,2024-09-21,Won,6 - Closed Won,100
OPP-00881,Summit BPO Alliance – Systems Integration,ACC-0090,114000,2025-03-05,2025-12-20,Lost,7 - Closed Lost,0
OPP-00882,Frontier Grocery Co. – Workforce Optimization Platform,ACC-0058,487000,2026-02-17,2026-03-30,Lost,7 - Closed Lost,0
OPP-00883,Georgia Department of Revenue – Managed Services Contract,ACC-0039,133000,2021-12-25,2022-05-30,Lost,7 - Closed Lost,0
OPP-00884,Tennessee Department of Health – Professional Services Engagement,ACC-0054,153000,2024-09-20,2026-08-05,Open,3 - Engaged,25
OPP-00885,Cedar Valley Hospital – Compliance Program,ACC-0015,757000,2024-09-09,2026-03-21,Lost,7 - Closed Lost,0
OPP-00886,Sacramento County Administration – Professional Services Engagement,ACC-0053,127000,2024-02-18,2024-09-17,Lost,7 - Closed Lost,0
OPP-00887,Westbrook Flooring & Design - Central Region – Business Intelligence Suite,ACC-0133,506000,2022-01-07,2023-12-31,Lost,7 - Closed Lost,0
OPP-00888,Sunridge Health System – CRM Rollout,ACC-0030,842000,2023-12-09,2024-09-12,Lost,7 - Closed Lost,0
OPP-00889,Coastal Support Group – Network Infrastructure Upgrade,ACC-0097,17000,2024-10-29,2026-03-11,Won,6 - Closed Won,100
OPP-00890,Falcon Medical Associates - Central Region – Systems Integration,ACC-0114,2000,2023-09-01,2024-08-29,Lost,7 - Closed Lost,0
OPP-00891,Nexus Support Services - Central Region – Cloud Migration,ACC-0144,53000,2023-08-12,2024-07-24,Lost,7 - Closed Lost,0
OPP-00892,Northstar Service Solutions - Great Plains Branch – Data Analytics Platform,ACC-0151,6000,2022-03-01,2023-09-22,Lost,7 - Closed Lost,0
OPP-00893,Northgate Supermarkets - Atlantic Division – Training & Enablement Program,ACC-0134,85000,2025-02-14,2026-03-04,Lost,7 - Closed Lost,0
OPP-00894,Cedar Valley Hospital - Southeast Region – Security Assessment,ACC-0109,50000,2022-04-01,2024-01-31,Won,6 - Closed Won,100
OPP-00895,Cedar Valley Hospital – Business Intelligence Suite,ACC-0015,1551000,2025-12-17,2026-04-14,Open,3 - Engaged,25
OPP-00896,Greenfield Health Partners – Network Infrastructure Upgrade,ACC-0010,238000,2022-11-12,2024-07-09,Lost,7 - Closed Lost,0
OPP-00897,Silvercreek Customer Services – Business Intelligence Suite,ACC-0098,50000,2021-12-26,2023-05-18,Lost,7 - Closed Lost,0
OPP-00898,Ironwood Support Group – Compliance Program,ACC-0093,57000,2023-01-28,2023-06-11,Lost,7 - Closed Lost,0
OPP-00899,City of Charlotte Planning – Professional Services Engagement,ACC-0040,49000,2022-02-22,2023-12-18,Won,6 - Closed Won,100
OPP-00900,Vantage Customer Solutions - Southwest District – Security Assessment,ACC-0147,5000,2025-04-19,2026-07-13,Open,1 - Prospecting,10
OPP-00901,Highpoint Health Partners – Professional Services Engagement,ACC-0021,172000,2023-07-21,2025-06-16,Lost,7 - Closed Lost,0
OPP-00902,Lakeview Medical Partners – Managed Services Contract,ACC-0006,797000,2024-05-04,2025-11-17,Lost,7 - Closed Lost,0
OPP-00903,Virginia Department of IT – Cloud Migration,ACC-0036,10000,2021-01-10,2021-07-21,Won,6 - Closed Won,100
OPP-00904,Northstar Health System – CRM Rollout,ACC-0001,1159000,2022-06-27,2023-03-11,Won,6 - Closed Won,100
OPP-00905,Apex Medical Associates – CRM Rollout,ACC-0011,372000,2022-02-11,2022-07-28,Lost,7 - Closed Lost,0
OPP-00906,Millstone Department Stores – Network Infrastructure Upgrade,ACC-0070,655000,2023-05-05,2024-09-21,Lost,7 - Closed Lost,0
OPP-00907,BlueCrest Health System – Professional Services Engagement,ACC-0007,294000,2021-11-29,2022-09-11,Won,6 - Closed Won,100
OPP-00908,BlueCrest Health System – Training & Enablement Program,ACC-0007,3079000,2021-09-27,2022-09-13,Lost,7 - Closed Lost,0
OPP-00909,Ridgemont Healthcare – Infrastructure Refresh,ACC-0018,1167000,2024-02-22,2024-04-29,Lost,7 - Closed Lost,0
OPP-00910,Ridgemont BPO Services – Compliance Program,ACC-0096,35000,2025-01-08,2025-02-09,Won,6 - Closed Won,100
OPP-00911,Riverside Community Hospital – Compliance Program,ACC-0009,2386000,2021-05-15,2023-01-20,Won,6 - Closed Won,100
OPP-00912,Silvercreek Customer Services – CRM Rollout,ACC-0098,92000,2025-06-09,2026-08-15,Open,1 - Prospecting,10
OPP-00913,City of Charlotte Planning - Atlantic Division – Workforce Optimization Platform,ACC-0120,11000,2023-06-11,2023-11-14,Won,6 - Closed Won,100
OPP-00914,Skyline Electronics – Security Assessment,ACC-0077,115000,2024-07-22,2025-11-17,Won,6 - Closed Won,100
OPP-00915,Blue Ridge Grocery Chain – Systems Integration,ACC-0068,3232000,2022-11-11,2023-01-23,Won,6 - Closed Won,100
OPP-00916,Pinnacle Healthcare Group – Training & Enablement Program,ACC-0004,1204000,2022-03-10,2024-01-09,Lost,7 - Closed Lost,0
OPP-00917,Apex Contact Solutions – Workforce Optimization Platform,ACC-0081,315000,2022-02-24,2023-01-23,Lost,7 - Closed Lost,0
OPP-00918,City of Denver Public Works – Infrastructure Refresh,ACC-0034,38000,2022-04-09,2023-08-11,Lost,7 - Closed Lost,0
OPP-00919,Silvercreek Customer Services – Managed Services Contract,ACC-0098,78000,2024-12-08,2025-11-05,Lost,7 - Closed Lost,0
OPP-00920,Northstar Health System - Southeast Region – ERP Implementation,ACC-0101,21000,2024-06-01,2025-05-05,Won,6 - Closed Won,100
OPP-00921,Colorado Department of Transportation – Training & Enablement Program,ACC-0045,68000,2021-12-25,2023-10-15,Lost,7 - Closed Lost,0
OPP-00922,Pinnacle Healthcare Group – Infrastructure Refresh,ACC-0004,761000,2025-05-27,2026-02-25,Lost,7 - Closed Lost,0
OPP-00923,City of Jacksonville Finance – CRM Rollout,ACC-0052,167000,2023-12-20,2024-11-17,Lost,7 - Closed Lost,0
OPP-00924,Crestview Service Partners – Compliance Program,ACC-0089,92000,2023-06-15,2024-11-06,Won,6 - Closed Won,100
OPP-00925,Bridgepoint Customer Care – Digital Transformation Initiative,ACC-0091,53000,2022-10-14,2024-02-29,Lost,7 - Closed Lost,0
OPP-00926,Cedar Valley Hospital - Southeast Region – CRM Rollout,ACC-0109,138000,2023-07-05,2024-06-06,Lost,7 - Closed Lost,0
OPP-00927,Cedar Valley Hospital - Southeast Region – Infrastructure Refresh,ACC-0109,35000,2026-03-05,2026-05-30,Open,1 - Prospecting,10
OPP-00928,Northstar Service Solutions - Great Plains Branch – Professional Services Engagement,ACC-0151,59000,2021-09-22,2021-12-10,Lost,7 - Closed Lost,0
OPP-00929,Summit Health Network – CRM Rollout,ACC-0005,1198000,2025-10-12,2026-04-19,Open,2 - Scoping,15
OPP-00930,Clearwater Health System – Workforce Optimization Platform,ACC-0019,492000,2025-01-06,2025-03-14,Won,6 - Closed Won,100
OPP-00931,Cedar Valley Hospital - Southeast Region – Infrastructure Refresh,ACC-0109,52000,2021-08-07,2021-11-02,Lost,7 - Closed Lost,0
OPP-00932,Highfield Consumer Goods – Compliance Program,ACC-0071,3089000,2021-12-13,2022-08-30,Won,6 - Closed Won,100
OPP-00933,Stonegate Healthcare - Southeast Region – Training & Enablement Program,ACC-0116,161000,2023-01-13,2023-06-03,Lost,7 - Closed Lost,0
OPP-00934,Vantage Customer Solutions - Pacific Division – Data Analytics Platform,ACC-0149,1000,2022-06-16,2023-07-31,Lost,7 - Closed Lost,0
OPP-00935,Sunstone Pet Supplies – Systems Integration,ACC-0080,2498000,2023-08-11,2024-10-01,Lost,7 - Closed Lost,0
